Product URL,Product Name,Product Price,Product Rating
https://www.cdiscount.com/bricolage/climatisation/filtre-double-couche-de-catalyseur-froid-et-charbo/f-166130303-auc8435405929977.html,Filtre double couche de catalyseur froid et charbon actif pour Yatek purificateur d’Air de K-03,31.9,
https://www.cdiscount.com/bricolage/climatisation/yf10922-purificateur-d-air-generateur-d-ion-negati/f-166130303-ywe9477318490754.html,YF10922-Purificateur d'Air Générateur d'Ion Négatif Retrait Formaldéhyde Poussière de Fumée 90-240V(EU Plug ) HB058,9.93,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-avec-ecran-tactile-pour-15m2-9w/f-166130303-pur3701131044709.html,purificateur d'air avec écran tactile pour 15m² 9W blanc noir,620,
https://www.cdiscount.com/bricolage/climatisation/fdit-generateurs-d-ozone-ac220v-10g-generateur-d-o/f-166130303-fdi7658554306876.html,Fdit Générateurs d'ozone AC220V 10G Générateur d'ozone Portable Double Ozoniseur d'air à plaque en céramique intégrée,50.31,
https://www.cdiscount.com/bricolage/climatisation/ozonateur-purificateur-d-eau-air-ioniseur-generate/f-166130303-auc9095262845590.html,Ozonateur Purificateur d'Eau Air Ioniseur Générateur d'Ozone Machine Stérilisation de Fruits Légumes 2g,24.58,
https://www.cdiscount.com/bricolage/climatisation/mini-collier-purificateur-d-air-usb-personals-wear/f-166130303-hom0603215664809.html,Mini Collier Purificateur D'air USB Personals Wearable Negative Ion AIR Noir,17.31,
https://www.cdiscount.com/bricolage/climatisation/hepasilent-filtre-pour-purificateur-d-air-de-quali/f-166130303-auc5607737854057.html,Hepasilent Filtre pour purificateur d'air de qualiteacute; meacute;dicale Blueair 200,114.4,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-filtre-agrave-air-air-purifier/f-166130303-auc5607737854248.html,Purificateur d'air Filtre agrave; Air Air Purifier Purificateur D'air Dispositif De Nettoyage D'air De Geacute;neacute;rateur D'ions,93.89,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-a-bouton-poussoir-mini-purifica/f-166130303-sod4894890255284.html,Purificateur D'Air à Bouton-Poussoir Mini Purificateur D'Air Portable à Double Effet Interface de Type C Purificateur Domestique,36.27,
https://www.cdiscount.com/bricolage/climatisation/hepa-et-charbon-actif-remplacement-du-filtre-pour/f-166130303-auc5607737854088.html,HEPA et charbon actif Remplacement du filtre pour purificateur d'air B08L4LV5F2,33.77,
https://www.cdiscount.com/bricolage/climatisation/guanghuan-mini-humidificateur-de-voiture-purificat/f-166130303-auc5607737823701.html,GuangHuan Mini humidificateur de voiture Purificateur d'air Filtre Allergies Maison Deacute;sodorisation Poussiegrave;re,30.29,
https://www.cdiscount.com/bricolage/climatisation/ac220-240v-boitier-abs-200mg-purificateur-dair-br/f-166130303-1237425042905763.html,"ac220-240v, boîtier abs 200mg purificateur dair bricolage désodorisant à lozone fort pour le ménage[656]",51.17,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-portable-anion-purificateur-d/f-166130303-auc9459390735107.html,"Purificateur d'Air Portable Anion, Purificateur d'Air Intelligente Maison Chambre 3 en1 Purificateur d'Air Ioniseur Ozone pour",30.59,
https://www.cdiscount.com/bricolage/climatisation/generateur-dozone-domestique-generateur-dozone-in/f-166130303-1237425042902403.html,"générateur dozone domestique, générateur dozone intégré désodorisant domestique purificateur dodeurs de nettoyage générateur [255]",83.36,
https://www.cdiscount.com/bricolage/climatisation/dyson-tp7a-purificateur-d-air/f-1661303-dys5025155072974.html,DYSON - TP7A - Purificateur d'air,642,
https://www.cdiscount.com/bricolage/climatisation/rowenta-pu6080f0-intense-pure-air-connect-xl-purif/f-166130303-row3121047260800.html,"ROWENTA PU6080F0 Intense Pure Air Connect XL Purificateur d'air, Filtre jusqu'à 100% des allergènes + particules fines, Connectivité",253.94,5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-rovacs-pour-la-maison-veritabl/f-166130303-auc7084777568201.html,"Purificateur d'air ROVACS pour la maison, véritable filtre HEPA pour grandes pièces jusqu'à 710 pieds carrés, 99,97% purificateur d'",49.99,4.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-pour-bureau-domicile-rovacs-rv3/f-166130303-auc8087008083107.html,"Purificateur d'air pour bureau/domicile ROVACS RV320 avec Filtres H13 HEPA, Purification de l'air à haute efficacité avec Télécomman",49.99,4
https://www.cdiscount.com/bricolage/climatisation/proscenic-a9-purificateur-d-air-connecte-4-fil/f-166130303-pro6924843205047.html,"PROSCENIC A9 - Purificateur d'air connecté - 4 Filtres HEPA -  Idéal contre Allergènes, Pollen, et Gaz Nocifs - Bluetooth",109.99,4.5
https://www.cdiscount.com/bricolage/climatisation/proscenic-a8-purificateur-d-air-silencieux-avec/f-166130303-pro6924843204064.html,"PROSCENIC A8 - Purificateur d'air silencieux avec Filtre HEPA H13 - Haute Efficacité - Idéal contre Poussière, Pollen et Gaz Nocifs",69.99,4.5
https://www.cdiscount.com/bricolage/climatisation/rowenta-pu2530f0-pure-air-essential-purificateur-d/f-166130303-row3121047241816.html,"ROWENTA PU2530F0 Pure Air Essential Purificateur d'air intérieur, 3 niveaux de filtration, 3 vitesses, Silencieux, Haute performance",89.9,5
https://www.cdiscount.com/bricolage/climatisation/xiaomi-mi-air-3h-purificateur-38-watts-connect/f-166130302-xia6934177710612.html,XIAOMI Mi Air 3H Purificateur - 38 watts - Connecté Wifi- Débit d'air : 380 m3/h - HEPA Classe 13 - Google Assistant/Alexa/MiHome,171.3,4.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-maison-portable-silencieux-avec/f-166130303-hom3662970083291.html,HOMCOM Purificateur d'air portable avec luminosité réglable filtre HEPA mode veille blanc,36.9,4
https://www.cdiscount.com/bricolage/climatisation/proscenic-a8-purificateur-d-air-silencieux-avec/f-166130303-pro6924843204064.html,"PROSCENIC A8 - Purificateur d'air silencieux avec Filtre HEPA H13 - Haute Efficacité - Idéal contre Poussière, Pollen et Gaz Nocifs",69.99,4.5
https://www.cdiscount.com/bricolage/climatisation/proscenic-a9-purificateur-d-air-connecte-4-fil/f-166130303-pro6924843205047.html,"PROSCENIC A9 - Purificateur d'air connecté - 4 Filtres HEPA -  Idéal contre Allergènes, Pollen, et Gaz Nocifs - Bluetooth",109.99,4.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-philips-ac2887/f-166130303-phi8710103780311.html,Purificateur d'air Philips AC2887,228.03,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-a-ions-negatifs-avec-interface/f-166130303-sdl0735626388231.html,"Purificateur d'air Portable avec Fonction de Purification d'ions Négatifs pour Eliminer Les Poussière, Pollution, Petite Chambre",8.89,
https://www.cdiscount.com/bricolage/climatisation/nidouillet-le-filtre-de-purificateur-d-air-hepa-h/f-166130301-nid4894663899875.html,Nidouillet le Filtre HEPA de  Purificateur d'air haute efficacité AB100,15.99,4
https://www.cdiscount.com/bricolage/climatisation/xiaomi-purificateur-air-pro-h-controle-app-particu/f-166130303-xia6934177720604.html,Xiaomi Purificateur Air Pro H Contrôle APP Particules CADR Nettoyeur Intelligent,243.38,5
https://www.cdiscount.com/bricolage/climatisation/aiibot-purificateur-d-air-silencieux-a-4-etapes-de/f-166130303-aii7779518157751.html,"AIIBOT Purificateur d’Air Maison 2 Filtres HEPA, Air Purifier Silencieux contre Fumée, Pollen, Odeurs et Allergènes, Minuterie 1-4H",129.99,4.5
https://www.cdiscount.com/bricolage/climatisation/pro-breeze-purificateur-d-air-4-en-1-avec-pre-tru/f-166130303-auc5060596020481.html,"Pro Breeze Purificateur d'air 4 en 1 avec Pre-Filtre, True HEPA et Filtre à Charbon Actif avec générateur d'Ions Négatifs",49.99,4
https://www.cdiscount.com/bricolage/climatisation/philips-purificateur-d-air-ac1215-10-series-1000i/f-166130303-phi8710103816591.html,PHILIPS  Purificateur d'Air AC1215/10 Series 1000i Filtre HEPA jusqu'à 63m² 50W,120.99,3.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-generateur-d-ions-negatifs-oc/f-166130303-ocearpur45.html,Purificateur d'air - Générateur d'ions négatifs OCEANIC - 45W - Filtre HEPA - Affichage digital - Télécommande,67.99,4.5
https://www.cdiscount.com/bricolage/climatisation/rowenta-traitement-de-l-air-purificateur-d-air-ve/f-166130303-row3121040081280.html,"ROWENTA QU5030F0 Eclipse Purificateur ventilateur 2 en 1, 12 vitesses, Rafraîchissement intense, Silencieux, Multi-oscillations",388.49,4.5
https://www.cdiscount.com/bricolage/climatisation/ventile-purifie-et-elimine-99-97-des-allergenes/f-166130303-auc3770016329576.html,"Ventilateur - 3 en 1 : Ventile, purifie, ionise - IRUKA",229.9,4
https://www.cdiscount.com/bricolage/climatisation/rovacs-filtre-h13-true-hepa-2-pieces-a-haute-eff/f-166130303-rov8260128929740.html,"ROVACS Filtre H13 True HEPA (2 pièces) à haute efficacité, Filtre Compatible pour Purificateur d'Air Modèle RV320 pour Bureau/Domici",36.99,
https://www.cdiscount.com/bricolage/climatisation/rowenta-traitement-de-l-air-purificateur-d-air-ve/f-166130303-row3121040081280.html,"ROWENTA QU5030F0 Eclipse Purificateur ventilateur 2 en 1, 12 vitesses, Rafraîchissement intense, Silencieux, Multi-oscillations",449.99,4.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-portable-mini-desodorisant-a-io/f-166130303-gob7322369223351.html,Purificateur d'air Portable mini désodorisant à Ions Négatifs et désodorisant la poussière de la Chambre à Coucher et l'élimination ,22.99,5
https://www.cdiscount.com/bricolage/climatisation/rowenta-pu2530f0-pure-air-essential-purificateur-d/f-166130303-row3121047241816.html,"ROWENTA PU2530F0 Pure Air Essential Purificateur d'air intérieur, 3 niveaux de filtration, 3 vitesses, Silencieux, Haute performance",87.89,5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-xiaomi-smart-air-purifier-4-30/f-166130303-xia0784868197019.html,"Purificateur d'air Xiaomi Smart Air Purifier 4, 30W, Débit d'air pur 400m³/h, Surface max 48m², Blanc",191.89,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-portable-mini-desodorisant-a-io/f-166130303-gob7322369223351.html,Purificateur d'air Portable mini désodorisant à Ions Négatifs et désodorisant la poussière de la Chambre à Coucher et l'élimination ,22.99,5
https://www.cdiscount.com/bricolage/climatisation/philips-purificateur-d-air-avec-filtre-hepa-ac0820/f-166130303-phi8710103916499.html,PHILIPS Purificateur d'Air avec Filtre HEPA AC0820/10 Filtration jusqu'á 49m² 20W,174.35,4.5
https://www.cdiscount.com/bricolage/climatisation/dyson-ph3a-purificateur-d-air/f-1661303-dys5025155073919.html,DYSON - PH3A - Purificateur d'air,766,3
https://www.cdiscount.com/bricolage/climatisation/philips-purificateur-ventilateur-et-chauffage-3-e/f-166130303-phi8710103976172.html,"PHILIPS Purificateur, Ventilateur et Chauffage 3 en 1  AMF220/15 Series 2000 Pivotant 360°",207.97,5
https://www.cdiscount.com/bricolage/climatisation/rowenta-hq8120f0-silent-comfort-3-en-1-radiateur-s/f-166130303-row3121040080276.html,"ROWENTA HQ8120F0 Silent Comfort 3-en-1 Radiateur soufflant et assainisseur d'air, Ultrasilencieux, Arrêt automatique, Départ différé",423.5,
https://www.cdiscount.com/bricolage/climatisation/piece-et-accessoire-pour-purificateur-d-air-fy0194/f-166130303-lim6162457865589.html,Piece Et Accessoire Pour Purificateur D Air Fy0194 / 30 Filtre Rechange,66.99,
https://www.cdiscount.com/bricolage/climatisation/epurateur-d-eau-l-air-sterilisateur-d-ozoniseur-ge/f-166130303-auc6903155009635.html,Épurateur d'eau l'air stérilisateur d'ozoniseur générateur l'ozone plaque en céramique portatif 220V 5g - h-CER,43.9,
https://www.cdiscount.com/bricolage/climatisation/mini-purificateur-d-air-portable-collier-assainiss/f-166130303-auc6903155004364.html,Mini Purificateur d'air portable Collier assainisseur d'air à ions négatifs-RAC,42.9,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-pour-chambre-de-fumee-allergiqu/f-166130303-ute6521478541214.html,"Purificateur d'air - Uten - Purificateur d’Air Maison chambre de fumée allergique avec filtre HEPA 13,Classe énergétique A+++",65.99,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-limics24-trusens-filtre-a-t/f-166130303-lim3266665213217.html,Purificateur D Air - Limics24 - Trusens Filtre À Tambour Hepa Spécial Animaux 3-En-1 (Préfiltre Lavable /,117.99,
https://www.cdiscount.com/bricolage/climatisation/eto-generateur-portatif-d-ozone-d-epurateur-d-air/f-166130303-cik8139330819272.html,ETO Générateur portatif d'ozone d'épurateur d'air pour l'élimination d'odeur de purification de désodorisation d'air--LED,32.29,
https://www.cdiscount.com/bricolage/climatisation/fdit-generateur-d-ions-negatifs-purificateur-d-air/f-166130303-fdi9440428545768.html,Fdit Générateur d'ions négatifs Purificateur d'Air Portable à Ions Négatifs Outil de Suppression des Odeurs à 360 Degrés US,12.81,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-limics24-usb-desodorisant-f/f-166130303-lim3061489486324.html,Purificateur D Air - Limics24 - Usb Desodorisant Frigo O3 Ozone Generateur Purificateurs Anti Odeur,74.99,
https://www.cdiscount.com/bricolage/climatisation/filtre-double-couche-de-catalyseur-froid-et-charbo/f-166130303-auc8435405929977.html,Filtre double couche de catalyseur froid et charbon actif pour Yatek purificateur d’Air de K-03,31.9,
https://www.cdiscount.com/bricolage/climatisation/yf10922-purificateur-d-air-generateur-d-ion-negati/f-166130303-ywe9477318490754.html,YF10922-Purificateur d'Air Générateur d'Ion Négatif Retrait Formaldéhyde Poussière de Fumée 90-240V(EU Plug ) HB058,9.93,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-avec-ecran-tactile-pour-15m2-9w/f-166130303-pur3701131044709.html,purificateur d'air avec écran tactile pour 15m² 9W blanc noir,620,
https://www.cdiscount.com/bricolage/climatisation/fdit-generateurs-d-ozone-ac220v-10g-generateur-d-o/f-166130303-fdi7658554306876.html,Fdit Générateurs d'ozone AC220V 10G Générateur d'ozone Portable Double Ozoniseur d'air à plaque en céramique intégrée,50.31,
https://www.cdiscount.com/bricolage/climatisation/ozonateur-purificateur-d-eau-air-ioniseur-generate/f-166130303-auc9095262845590.html,Ozonateur Purificateur d'Eau Air Ioniseur Générateur d'Ozone Machine Stérilisation de Fruits Légumes 2g,24.58,
https://www.cdiscount.com/bricolage/climatisation/mini-collier-purificateur-d-air-usb-personals-wear/f-166130303-hom0603215664809.html,Mini Collier Purificateur D'air USB Personals Wearable Negative Ion AIR Noir,17.31,
https://www.cdiscount.com/bricolage/climatisation/hepasilent-filtre-pour-purificateur-d-air-de-quali/f-166130303-auc5607737854057.html,Hepasilent Filtre pour purificateur d'air de qualiteacute; meacute;dicale Blueair 200,114.4,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-filtre-agrave-air-air-purifier/f-166130303-auc5607737854248.html,Purificateur d'air Filtre agrave; Air Air Purifier Purificateur D'air Dispositif De Nettoyage D'air De Geacute;neacute;rateur D'ions,93.89,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-a-bouton-poussoir-mini-purifica/f-166130303-sod4894890255284.html,Purificateur D'Air à Bouton-Poussoir Mini Purificateur D'Air Portable à Double Effet Interface de Type C Purificateur Domestique,36.27,
https://www.cdiscount.com/bricolage/climatisation/hepa-et-charbon-actif-remplacement-du-filtre-pour/f-166130303-auc5607737854088.html,HEPA et charbon actif Remplacement du filtre pour purificateur d'air B08L4LV5F2,33.77,
https://www.cdiscount.com/bricolage/climatisation/guanghuan-mini-humidificateur-de-voiture-purificat/f-166130303-auc5607737823701.html,GuangHuan Mini humidificateur de voiture Purificateur d'air Filtre Allergies Maison Deacute;sodorisation Poussiegrave;re,30.29,
https://www.cdiscount.com/bricolage/climatisation/ac220-240v-boitier-abs-200mg-purificateur-dair-br/f-166130303-1237425042905763.html,"ac220-240v, boîtier abs 200mg purificateur dair bricolage désodorisant à lozone fort pour le ménage[656]",51.17,
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-portable-anion-purificateur-d/f-166130303-auc9459390735107.html,"Purificateur d'Air Portable Anion, Purificateur d'Air Intelligente Maison Chambre 3 en1 Purificateur d'Air Ioniseur Ozone pour",30.59,
https://www.cdiscount.com/bricolage/climatisation/generateur-dozone-domestique-generateur-dozone-in/f-166130303-1237425042902403.html,"générateur dozone domestique, générateur dozone intégré désodorisant domestique purificateur dodeurs de nettoyage générateur [255]",83.36,
https://www.cdiscount.com/bricolage/climatisation/dyson-tp7a-purificateur-d-air/f-1661303-dys5025155072974.html,DYSON - TP7A - Purificateur d'air,642,
https://www.cdiscount.com/bricolage/climatisation/rowenta-pu6080f0-intense-pure-air-connect-xl-purif/f-166130303-row3121047260800.html,"ROWENTA PU6080F0 Intense Pure Air Connect XL Purificateur d'air, Filtre jusqu'à 100% des allergènes + particules fines, Connectivité",253.94,5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-rovacs-pour-la-maison-veritabl/f-166130303-auc7084777568201.html,"Purificateur d'air ROVACS pour la maison, véritable filtre HEPA pour grandes pièces jusqu'à 710 pieds carrés, 99,97% purificateur d'",49.99,4.5
https://www.cdiscount.com/bricolage/climatisation/purificateur-d-air-pour-bureau-domicile-rovacs-rv3/f-166130303-auc8087008083107.html,"Purificateur d'air pour bureau/domicile ROVACS RV320 avec Filtres H13 HEPA, Purification de l'air à haute efficacité avec Télécomman",49.99,4
https://www.cdiscount.com/bricolage/climatisation/proscenic-a9-purificateur-d-air-connecte-4-fil/f-166130303-pro6924843205047.html,"PROSCENIC A9 - Purificateur d'air connecté - 4 Filtres HEPA -  Idéal contre Allergènes, Pollen, et Gaz Nocifs - Bluetooth",109.99,4.5
